Country of Residence,Year,No of Arrivals per Occupation,Occupation,,,,,
    Japan,"2,017",123,Others,,,,,
    Japan,"2,017",1,Not stated,,,,,
    Korea,"2,017","1,698,608",Total,,,,,
    Korea,"2,017","220,095",Professional,,,,,
    Korea,"2,017","75,964",Administrative and managerial,,,,,
    Korea,"2,017","376,721",Commercial personal and clerical,,,,,
    Korea,"2,017","494,317",Labourers production and service workers,,,,,
    Korea,"2,017","4,367",Agricultural workers,,,,,
    Korea,"2,017","3,674",Government,,,,,
    Korea,"2,017","151,477",House wife,,,,,
    Korea,"2,017","347,282",Students,,,,,
    Korea,"2,017","24,437",Retired,,,,,
    Korea,"2,017",209,Others,,,,,
    Korea,"2,017",65,Not stated,,,,,
    Taiwan,"2,017","560,441",Total,,,,,
    Taiwan,"2,017","98,231",Professional,,,,,
    Taiwan,"2,017","34,592",Administrative and managerial,,,,,
    Taiwan,"2,017","168,349",Commercial personal and clerical,,,,,
    Taiwan,"2,017","116,483",Labourers production and service workers,,,,,
    Taiwan,"2,017",854,Agricultural workers,,,,,
    Taiwan,"2,017","1,268",Government,,,,,
    Taiwan,"2,017","17,935",House wife,,,,,
    Taiwan,"2,017","96,369",Students,,,,,
    Taiwan,"2,017","26,251",Retired,,,,,
    Taiwan,"2,017",83,Others,,,,,
    Taiwan,"2,017",26,Not stated,,,,,
    Others in East,"2,017","91,918",Total,,,,,
    Others in East,"2,017","15,884",Professional,,,,,
    Others in East,"2,017","8,290",Administrative and managerial,,,,,
    Others in East,"2,017","15,621",Commercial personal and clerical,,,,,
    Others in East,"2,017","18,474",Labourers production and service workers,,,,,
    Others in East,"2,017",64,Agricultural workers,,,,,
    Others in East,"2,017","1,262",Government,,,,,
    Others in East,"2,017","2,692",House wife,,,,,
    Others in East,"2,017","26,348",Students,,,,,
    Others in East,"2,017","3,254",Retired,,,,,
    Others in East,"2,017",21,Others,,,,,
    Others in East,"2,017",8,Not stated,,,,,
    Austria,"2,017","104,220",Total,,,,,
    Austria,"2,017","27,213",Professional,,,,,
    Austria,"2,017","13,210",Administrative and managerial,,,,,
    Austria,"2,017","8,383",Commercial personal and clerical,,,,,
    Austria,"2,017","26,875",Labourers production and service workers,,,,,
    Austria,"2,017",240,Agricultural workers,,,,,
    Austria,"2,017",209,Government,,,,,
    Austria,"2,017",816,House wife,,,,,
    Austria,"2,017","16,851",Students,,,,,
    Austria,"2,017","10,423",Retired,,,,,
    Austria,"2,017", - ,Others,,,,,
    Austria,"2,017", - ,Not stated,,,,,
    Belgium,"2,017","112,635",Total,,,,,
    Belgium,"2,017","27,503",Professional,,,,,
    Belgium,"2,017","11,414",Administrative and managerial,,,,,
    Belgium,"2,017","7,809",Commercial personal and clerical,,,,,
    Belgium,"2,017","33,491",Labourers production and service workers,,,,,
    Belgium,"2,017",110,Agricultural workers,,,,,
    Belgium,"2,017",975,Government,,,,,
    Belgium,"2,017",956,House wife,,,,,
    Belgium,"2,017","19,362",Students,,,,,
    Belgium,"2,017","10,967",Retired,,,,,
    Belgium,"2,017",31,Others,,,,,
    Belgium,"2,017",17,Not stated,,,,,
    Denmark,"2,017","157,923",Total,,,,,
    Denmark,"2,017","38,291",Professional,,,,,
    Denmark,"2,017","23,271",Administrative and managerial,,,,,
    Denmark,"2,017","10,993",Commercial personal and clerical,,,,,
    Denmark,"2,017","30,062",Labourers production and service workers,,,,,
    Denmark,"2,017",535,Agricultural workers,,,,,
    Denmark,"2,017",331,Government,,,,,
    Denmark,"2,017",610,House wife,,,,,
    Denmark,"2,017","38,755",Students,,,,,
    Denmark,"2,017","15,051",Retired,,,,,
    Denmark,"2,017",24,Others,,,,,
    Denmark,"2,017", - ,Not stated,,,,,
    Finland,"2,017","138,926",Total,,,,,
    Finland,"2,017","35,107",Professional,,,,,
    Finland,"2,017","20,376",Administrative and managerial,,,,,
    Finland,"2,017","11,114",Commercial personal and clerical,,,,,
    Finland,"2,017","31,414",Labourers production and service workers,,,,,
    Finland,"2,017",494,Agricultural workers,,,,,
    Finland,"2,017",269,Government,,,,,
    Finland,"2,017",614,House wife,,,,,
    Finland,"2,017","29,590",Students,,,,,
    Finland,"2,017","9,879",Retired,,,,,
    Finland,"2,017",59,Others,,,,,
    Finland,"2,017",10,Not stated,,,,,
    France,"2,017","693,426",Total,,,,,
    France,"2,017","178,749",Professional,,,,,
    France,"2,017","76,277",Administrative and managerial,,,,,
    France,"2,017","56,314",Commercial personal and clerical,,,,,
    France,"2,017","149,092",Labourers production and service workers,,,,,
    France,"2,017","1,881",Agricultural workers,,,,,
    France,"2,017","1,926",Government,,,,,
    France,"2,017","3,662",House wife,,,,,
    France,"2,017","141,538",Students,,,,,
    France,"2,017","83,638",Retired,,,,,
    France,"2,017",308,Others,,,,,
    France,"2,017",41,Not stated,,,,,
    Germany,"2,017","837,318",Total,,,,,
    Germany,"2,017","225,216",Professional,,,,,
    Germany,"2,017","114,940",Administrative and managerial,,,,,
    Germany,"2,017","71,313",Commercial personal and clerical,,,,,
    Germany,"2,017","197,715",Labourers production and service workers,,,,,
    Germany,"2,017","1,548",Agricultural workers,,,,,
    Germany,"2,017","2,777",Government,,,,,
    Germany,"2,017","8,903",House wife,,,,,
    Germany,"2,017","158,016",Students,,,,,
    Germany,"2,017","56,675",Retired,,,,,
    Germany,"2,017",161,Others,,,,,
    Germany,"2,017",54,Not stated,,,,,
    Ireland,"2,017","59,500",Total,,,,,
    Ireland,"2,017","20,202",Professional,,,,,
    Ireland,"2,017","7,000",Administrative and managerial,,,,,
    Ireland,"2,017","4,564",Commercial personal and clerical,,,,,
    Ireland,"2,017","13,529",Labourers production and service workers,,,,,
    Ireland,"2,017",450,Agricultural workers,,,,,
    Ireland,"2,017",466,Government,,,,,
    Ireland,"2,017",577,House wife,,,,,
    Ireland,"2,017","9,491",Students,,,,,
    Ireland,"2,017","3,221",Retired,,,,,
    Ireland,"2,017", - ,Others,,,,,
    Ireland,"2,017", - ,Not stated,,,,,
    Italy,"2,017","244,982",Total,,,,,
    Italy,"2,017","61,830",Professional,,,,,
    Italy,"2,017","23,303",Administrative and managerial,,,,,
    Italy,"2,017","19,318",Commercial personal and clerical,,,,,
    Italy,"2,017","83,811",Labourers production and service workers,,,,,
    Italy,"2,017",805,Agricultural workers,,,,,
    Italy,"2,017",372,Government,,,,,
    Italy,"2,017","3,158",House wife,,,,,
    Italy,"2,017","34,349",Students,,,,,
    Italy,"2,017","17,986",Retired,,,,,
    Italy,"2,017",33,Others,,,,,
    Italy,"2,017",17,Not stated,,,,,
    Netherlands,"2,017","215,433",Total,,,,,
    Netherlands,"2,017","57,293",Professional,,,,,
    Netherlands,"2,017","31,651",Administrative and managerial,,,,,
    Netherlands,"2,017","16,504",Commercial personal and clerical,,,,,
    Netherlands,"2,017","44,735",Labourers production and service workers,,,,,
    Netherlands,"2,017",369,Agricultural workers,,,,,
    Netherlands,"2,017","1,845",Government,,,,,
    Netherlands,"2,017","2,754",House wife,,,,,
    Netherlands,"2,017","44,480",Students,,,,,
    Netherlands,"2,017","15,716",Retired,,,,,
    Netherlands,"2,017",69,Others,,,,,
    Netherlands,"2,017",17,Not stated,,,,,
    Norway,"2,017","130,200",Total,,,,,
    Norway,"2,017","29,668",Professional,,,,,
    Norway,"2,017","15,716",Administrative and managerial,,,,,
    Norway,"2,017","10,106",Commercial personal and clerical,,,,,
    Norway,"2,017","31,118",Labourers production and service workers,,,,,
    Norway,"2,017",615,Agricultural workers,,,,,
    Norway,"2,017",317,Government,,,,,
    Norway,"2,017",878,House wife,,,,,
    Norway,"2,017","28,669",Students,,,,,
    Norway,"2,017","13,073",Retired,,,,,
    Norway,"2,017",31,Others,,,,,
    Norway,"2,017",9,Not stated,,,,,
    Russian,"2,017","1,340,376",Total,,,,,
    Russian,"2,017","348,490",Professional,,,,,
    Russian,"2,017","400,962",Administrative and managerial,,,,,
    Russian,"2,017","65,132",Commercial personal and clerical,,,,,
    Russian,"2,017","190,111",Labourers production and service workers,,,,,
    Russian,"2,017",922,Agricultural workers,,,,,
    Russian,"2,017",773,Government,,,,,
    Russian,"2,017","13,785",House wife,,,,,
    Russian,"2,017","286,256",Students,,,,,
    Russian,"2,017","33,563",Retired,,,,,
    Russian,"2,017",302,Others,,,,,
    Russian,"2,017",80,Not stated,,,,,
    Spain,"2,017","178,954",Total,,,,,
    Spain,"2,017","67,985",Professional,,,,,
    Spain,"2,017","20,673",Administrative and managerial,,,,,
    Spain,"2,017","15,798",Commercial personal and clerical,,,,,
    Spain,"2,017","41,944",Labourers production and service workers,,,,,
    Spain,"2,017",446,Agricultural workers,,,,,
    Spain,"2,017","1,212",Government,,,,,
    Spain,"2,017",968,House wife,,,,,
    Spain,"2,017","22,899",Students,,,,,
    Spain,"2,017","6,995",Retired,,,,,
    Spain,"2,017",28,Others,,,,,
    Spain,"2,017",6,Not stated,,,,,
    Sweden,"2,017","317,797",Total,,,,,
    Sweden,"2,017","79,477",Professional,,,,,
    Sweden,"2,017","44,920",Administrative and managerial,,,,,
    Sweden,"2,017","23,589",Commercial personal and clerical,,,,,
    Sweden,"2,017","73,766",Labourers production and service workers,,,,,
    Sweden,"2,017",682,Agricultural workers,,,,,
    Sweden,"2,017",688,Government,,,,,
    Sweden,"2,017","1,347",House wife,,,,,
    Sweden,"2,017","67,796",Students,,,,,
    Sweden,"2,017","25,429",Retired,,,,,
    Sweden,"2,017",70,Others,,,,,
    Sweden,"2,017",33,Not stated,,,,,
    Switzerland,"2,017","227,152",Total,,,,,
    Switzerland,"2,017","60,814",Professional,,,,,
    Switzerland,"2,017","34,443",Administrative and managerial,,,,,
    Switzerland,"2,017","19,724",Commercial personal and clerical,,,,,
    Switzerland,"2,017","53,482",Labourers production and service workers,,,,,
    Switzerland,"2,017",642,Agricultural workers,,,,,
    Switzerland,"2,017",468,Government,,,,,
    Switzerland,"2,017","3,140",House wife,,,,,
    Switzerland,"2,017","36,232",Students,,,,,
    Switzerland,"2,017","18,119",Retired,,,,,
    Switzerland,"2,017",76,Others,,,,,
    Switzerland,"2,017",12,Not stated,,,,,
    United Kingdom,"2,017","945,061",Total,,,,,
    United Kingdom,"2,017","285,868",Professional,,,,,
    United Kingdom,"2,017","123,273",Administrative and managerial,,,,,
    United Kingdom,"2,017","69,927",Commercial personal and clerical,,,,,
    United Kingdom,"2,017","210,063",Labourers production and service workers,,,,,
    United Kingdom,"2,017","1,820",Agricultural workers,,,,,
    United Kingdom,"2,017","7,170",Government,,,,,
    United Kingdom,"2,017","12,244",House wife,,,,,
    United Kingdom,"2,017","131,662",Students,,,,,
    United Kingdom,"2,017","102,720",Retired,,,,,
    United Kingdom,"2,017",199,Others,,,,,
    United Kingdom,"2,017",115,Not stated,,,,,
    East Europe,"2,017","445,521",Total,,,,,
    East Europe,"2,017","150,811",Professional,,,,,
    East Europe,"2,017","102,229",Administrative and managerial,,,,,
    East Europe,"2,017","36,790",Commercial personal and clerical,,,,,
    East Europe,"2,017","71,095",Labourers production and service workers,,,,,
    East Europe,"2,017","1,079",Agricultural workers,,,,,
    East Europe,"2,017","1,079",Government,,,,,
    East Europe,"2,017","3,765",House wife,,,,,
    East Europe,"2,017","66,754",Students,,,,,
    East Europe,"2,017","11,781",Retired,,,,,
    East Europe,"2,017",122,Others,,,,,
    East Europe,"2,017",16,Not stated,,,,,
    Others in Europe,"2,017","172,742",Total,,,,,
    Others in Europe,"2,017","64,705",Professional,,,,,
    Others in Europe,"2,017","24,522",Administrative and managerial,,,,,
    Others in Europe,"2,017","17,255",Commercial personal and clerical,,,,,
    Others in Europe,"2,017","32,708",Labourers production and service workers,,,,,
    Others in Europe,"2,017",447,Agricultural workers,,,,,
    Others in Europe,"2,017","1,072",Government,,,,,
    Others in Europe,"2,017","2,421",House wife,,,,,
    Others in Europe,"2,017","20,917",Students,,,,,
    Others in Europe,"2,017","8,663",Retired,,,,,
    Others in Europe,"2,017",29,Others,,,,,
    Others in Europe,"2,017",3,Not stated,,,,,
    Argentina,"2,017","62,738",Total,,,,,
    Argentina,"2,017","24,420",Professional,,,,,
    Argentina,"2,017","4,585",Administrative and managerial,,,,,
    Argentina,"2,017","4,815",Commercial personal and clerical,,,,,
    Argentina,"2,017","18,453",Labourers production and service workers,,,,,
    Argentina,"2,017",131,Agricultural workers,,,,,
    Argentina,"2,017",120,Government,,,,,
    Argentina,"2,017",363,House wife,,,,,
    Argentina,"2,017","8,329",Students,,,,,
    Argentina,"2,017","1,513",Retired,,,,,
    Argentina,"2,017",2,Others,,,,,
    Argentina,"2,017",7,Not stated,,,,,
    Brazil,"2,017","71,349",Total,,,,,
    Brazil,"2,017","31,956",Professional,,,,,
    Brazil,"2,017","8,258",Administrative and managerial,,,,,
